,Tokens
6274,crewmen
6275,lowland
6276,perwira
6277,die
6278,"506,000"
6279,41.24
6280,2.53
6281,1.0
6282,tucsonm
6283,al-nahayan
6284,medan
6285,throttl
6286,327.2
6287,"34,800"
6288,"5,903,000"
6289,roussel
6290,popsicl
6291,227
6292,6.25
6293,mineo
6294,karim
6295,"1,964,141"
6296,pennsylvania
6297,15.68
6298,foreigned-own
6299,ex-dock
6300,worht
6301,"58,300"
6302,cc
6303,hashimoto
6304,15.62
6305,"11,200"
6306,mich
6307,sunl.l
6308,ore
6309,treausri
6310,counterproduct
6311,"7,508,096"
6312,9-15
6313,assn
6314,ft
6315,161.1
6316,"575,000"
6317,radiat
6318,flintston
6319,2.12
6320,"77,400"
6321,"3,296,110"
6322,munich
6323,imasco
6324,bli
6325,8-k
6326,"44,541"
6327,valencia
6328,substanc
6329,g.e.b.
6330,52.9
6331,equivil
6332,wendi
6333,t.b
6334,finish
6335,head-to-head
6336,"919,000"
6337,fgi
6338,cinema
6339,end-day
6340,intercontinent
6341,overcauti
6342,miso
6343,nonfarm
6344,stubbornli
6345,3.42
6346,scranton
6347,imtc
6348,tyln
6349,slope
6350,chariman
6351,39
6352,borneo
6353,euro-danish
6354,seidler
6355,106
6356,77-acr
6357,"1,745,000"
6358,aa-1
6359,hoogoven
6360,outstrip
6361,transport
6362,marseilles-manfredonia
6363,98.277
6364,seoul-heinz
6365,6.0p
6366,reviglio
6367,scrip
6368,"1,831,000"
6369,icebreak
6370,kta
6371,"606,000"
6372,itself
6373,kiechl
6374,"1,507"
6375,lafalc
6376,virginia
6377,"4,255,000"
6378,eaf
6379,"8,785,918"
6380,49p
6381,48.30
6382,53.51p
6383,nclb
6384,fitzwat
6385,"1,064,141"
6386,began
6387,plea
6388,mower
6389,coher
6390,hoon
6391,y-dlr
6392,oil-ga
6393,"18,230"
6394,stg
6395,kreir
6396,shibiao
6397,initit
6398,a.c
6399,jan-hendrik
6400,thermoplast
6401,agrument
6402,man
6403,dwg
6404,380.9
6405,1.11
6406,on
6407,43.699
6408,gerrard
6409,year-bil
6410,"5,318,000"
6411,393
6412,gypsum
6413,margaret
6414,mtx
6415,277
6416,alreadi
6417,willingess
6418,u-turn
6419,meanwhil
6420,feb'86
6421,flucuat
6422,summit
6423,"360,537"
6424,48-foot
6425,48.3
6426,issuabl
6427,215
6428,nigel
6429,stalk
6430,exploratori
6431,"3,606,000"
6432,cheyenn
6433,remarket
6434,mana
6435,"53,700,000"
6436,"23,713"
6437,".7,604.4"
6438,ajinomoto
6439,imped
6440,"692,700"
6441,521
6442,8.81
6443,mancuso
6444,commack
6445,252.95
6446,two-tranch
6447,215.8
6448,145.95
6449,105.79
6450,constrain
6451,"80,629"
6452,populair
6453,frederick
6454,carolian
6455,lyonnai
6456,repeal
6457,4.55
6458,crutch
6459,tenti
6460,dna
6461,their
6462,non-profit
6463,sunmeal
6464,peg-uricas
6465,duchesn
6466,fga
6467,-2.8
6468,greenidg
6469,3.92
6470,0.875
6471,loan-rat
6472,5.34
6473,wam
6474,ln
6475,unwound
6476,rad
6477,31.1
6478,mar
6479,voter
6480,"117,866"
6481,61-1
6482,uneven
6483,hermann
6484,"2,276,000"
6485,3.25
6486,twa
6487,legg
6488,contral
6489,"935,000"
6490,obliqu
6491,2.0
6492,variabl
6493,bpao
6494,reinterpret
6495,"251,300"
6496,"9,091,000"
6497,repoen
6498,tme
6499,n.t
6500,gobert
6501,teca
6502,deter
6503,"915,000"
6504,prorat
6505,98.554
6506,dissip
6507,defeat
6508,robertshaw
6509,"302,300"
6510,go-between
6511,"32,000"
6512,smsi
6513,esx
6514,gevirtz
6515,dump
6516,worth-dalla
6517,"546,600"
6518,146.3
6519,kingstown
6520,posibl
6521,alco
6522,19.6
6523,class-act
6524,240.2
6525,barber
6526,country-by-countri
6527,sarnia
6528,slightli
6529,sequenc
6530,year-ago
6531,s.korea
6532,"1,540,000"
6533,hedg
6534,6.72
6535,free-for-al
6536,"4,570,000"
6537,formosa
6538,"393,241"
6539,spa
6540,10.30
6541,ky
6542,relentlessli
6543,11.49
6544,berisford
6545,"20,481"
6546,execut
6547,achmad
6548,nativ
6549,41
6550,sunburi
6551,budyka
6552,yen-dollar
6553,deltec
6554,"132,702"
6555,comeback
6556,"5,716,000"
6557,68-5
6558,vagu
6559,"5,959,000"
6560,"1,570,000"
6561,chung
6562,stand-bi
6563,"5,261,000"
6564,1.92
6565,"5,973,000"
6566,renouf
6567,332
6568,or
6569,bend
6570,3.34
6571,151.3
6572,crossbord
6573,thrive
6574,frota
6575,8.0-billion-dlr-a-year
6576,6.3
6577,maffei
6578,530.41
6579,"412,743"
6580,atlanti
6581,redeploy
6582,yilin
6583,atsushi
6584,battl
6585,petriccioli
6586,"9,025,000"
6587,"895,000"
6588,feng
6589,"26,246"
6590,emp
6591,cdn
6592,gmtif
6593,tender
6594,e.l.
6595,madagascar
6596,kinder-car
6597,hpr
6598,"1,038.69"
6599,1984-1985
6600,accid
6601,mcculley
6602,night-shift
6603,"147,000"
6604,30th
6605,from
6606,tcst
6607,shelter
6608,"715,113"
6609,sister
6610,mayp
6611,"1,759,675"
6612,737.6
6613,colclough
6614,studio
6615,clear-cut
6616,untoward
6617,ceuta
6618,338
6619,hyponex
6620,"5,807,000"
6621,hurt
6622,said.bas
6623,recor
6624,petroleum-bas
6625,wtlca
6626,"1,553,592"
6627,lard
6628,phlcorp
6629,686.5
6630,bourdain
6631,underutil
6632,wysoglad
6633,sfp
6634,99.3
6635,800p
6636,atlanta
6637,one-day
6638,tok
6639,843.90
6640,"1,113,500-share"
6641,862
6642,"1,567,000"
6643,zolotukhin
6644,complement
6645,182-195
6646,leung
6647,6.84
6648,12.53
6649,baseless
6650,enof
6651,strong
6652,late-seed
6653,pocono
6654,"725,000"
6655,orbn
6656,"1,032,300"
6657,oliv.m
6658,wheatgrow
6659,interexchang
6660,18.1p
6661,guin
6662,3.939
6663,undiscov
6664,ifo-institut
6665,rebel
6666,richmond
6667,210.5
6668,suburban
6669,westbank
6670,resurg
6671,4.01
6672,administration-back
6673,grumman
6674,surcharg
6675,campo
6676,as-of
6677,"6,841,638"
6678,dni
6679,belgian
6680,1.317
6681,cut-rat
6682,ishikawa
6683,"9,437,270"
6684,"157,000"
6685,unpurchas
6686,deepen
6687,885
6688,"1,405,000"
6689,svz
6690,ebulli
6691,392
6692,igl
6693,fata
6694,south-east
6695,attaka
6696,22
6697,43.45
6698,"2,782,7801"
6699,cincinnati-bas
6700,passion
6701,454.0
6702,inmport
6703,soymeal
6704,13-3
6705,nl
6706,29.7
6707,mob
6708,microtel
6709,vist
6710,305.13
6711,learnt
6712,"49,600"
6713,extrem
6714,overlap
6715,undersea
6716,courtesi
6717,65.89
6718,multi-year
6719,"417,100"
6720,distrigaz
6721,heldor
6722,"3,300,000"
6723,cathol
6724,nmsc.t
6725,"261,600"
6726,rcot
6727,adriat
6728,1983-86
6729,utmost
6730,ocr
6731,mohammad
6732,218.45
6733,kerridg
6734,vista
6735,25-27
6736,stabler
6737,chivuno
6738,hawaii
6739,istat
6740,"6,770"
6741,"427,061"
6742,9.90
6743,contract
6744,"2,021,000"
6745,"69,600"
6746,cash-certif
6747,sonar
6748,315.3
6749,"2,061,000"
6750,"4,295"
6751,benefit
6752,narli
6753,rican
6754,datel
6755,cjn
6756,hauppaug
6757,"207,165"
6758,"4,700,000"
6759,jpn
6760,phillip
6761,medicom
6762,bael.l
6763,42.2
6764,r-revis
6765,98.549
6766,"306,031"
6767,scania
6768,dp-9
6769,"54,500"
6770,herrington
6771,bung
6772,thereaft
6773,g.h
6774,142-1
6775,34.4
6776,salvino
6777,4.77
6778,6.93
6779,f-18
6780,bruyett
6781,coral
6782,underestim
6783,sebastiao
6784,piti
6785,"10,909,729"
6786,32.80
6787,"229,176"
6788,"8,963,097"
6789,noel
6790,87.2
6791,changov
6792,sml
6793,68.26
6794,feinberg
6795,11.92
6796,3.8241
6797,x1
6798,"26,945"
6799,fh
6800,teck
6801,"494,000"
6802,"215,700"
6803,notimex
6804,dlr-per-shar
6805,dresser
6806,nationalist
6807,troop
6808,73.8
6809,vlo
6810,"2,783,000"
6811,clanton
6812,"65,759"
6813,vo
6814,fco
6815,abdullah
6816,ihirf
6817,passag
6818,repossess
6819,repes
6820,30.060
6821,"22,109"
6822,janatha
6823,borg
6824,"28,526"
6825,non-dollar
6826,shareholdr
6827,p.
6828,constantin
6829,"951,000"
6830,seattle-first
6831,zulia
6832,honeycomb
6833,stiffen
6834,bouygu
6835,vci
6836,101-28
6837,541.5
6838,counter-product
6839,rdkn
6840,"8,660,000"
6841,"784,000"
6842,honan
6843,tadahiko
6844,lumpur-bas
6845,peg-catalas
6846,coffin
6847,108.5
6848,"2,100"
6849,gpu
6850,239.8
6851,liaison
6852,"1,048,884,000"
6853,payer
6854,akiman
6855,freeport
6856,castrat
6857,bsc
6858,lithium
6859,hargreav
6860,parex
6861,98.392
6862,four-mln-tonn
6863,one-quart
6864,plambeck
6865,pii
6866,snow
6867,louw
6868,atco
6869,deltau
6870,43.25
6871,normal
6872,wen
6873,contact
6874,beatti
6875,vaal
6876,124
6877,"2,346,000"
6878,strain
6879,cpc
6880,1.375
6881,albania
6882,cayman
6883,kampuchea
6884,tsomu
6885,shinc
6886,unv
6887,gush
6888,99.30
6889,106.96
6890,cholesterol-fre
6891,guillevin
6892,deterr
6893,icahn
6894,75.14
6895,tierco
6896,7.02
6897,36.72
6898,2.1
6899,newly-industri
6900,heaviest
6901,"462,802"
6902,denwa
6903,reimpos
6904,828.8
6905,iain
6906,"8,148,000"
6907,"160,000"
6908,341
6909,"1,930,734"
6910,shlh.hk
6911,"4,508,000"
6912,kingston
6913,0.418
6914,"79,499"
6915,polytetrahydrofuran
6916,europa
6917,"9,021,835"
6918,do
6919,humanist
6920,pare
6921,topeka
6922,5-25
6923,carolin
6924,belgiqu
6925,"1,280,185"
6926,triangl
6927,"2,090,724"
6928,indic
6929,582
6930,wife
6931,unch
6932,marlin
6933,"71,539"
6934,17.5p
6935,heathcar
6936,such.t
6937,51.65
6938,govett
6939,1.504
6940,50.05
6941,karsten
6942,90.5
6943,thin
6944,15.79
6945,1988-1992
6946,black-l
6947,world.
6948,toussi
6949,"524,135"
6950,ot
6951,474
6952,178.2
6953,louis-bas
6954,"3,426"
6955,"7,200,349"
6956,coke
6957,shoup
6958,erten
6959,"1,837.2"
6960,2.34
6961,st
6962,enthusiast
6963,evolut
6964,ceradyn
6965,fbh
6966,m-2
6967,pepper
6968,corpror
6969,ub
6970,dallara
6971,devast
6972,1.35
6973,213-1
6974,norma
6975,genoc
6976,2.92-1
6977,ael
6978,westwood
6979,intellig
6980,25-year
6981,colonel
6982,better-than-expect
6983,polyest
6984,9-10
6985,"157,100"
6986,abdul
6987,rot.l
6988,"684,000"
6989,"1,135,805"
6990,"1,063"
6991,shoould
6992,idli
6993,oprat
6994,scene
6995,"12,355,000"
6996,buying-in
6997,168.5
6998,t.h.e
6999,2000
7000,optim
7001,anaheim
7002,furiou
7003,jr.
7004,intex
7005,4.133
7006,carbon-chlorid
7007,29.8
7008,iredal
7009,runup
7010,97.068
7011,pdvsa
7012,non-residenti
7013,andr
7014,pressuris
7015,tosco
7016,4.16
7017,"558,089"
7018,5ess-prx
7019,u.s.-u.k.
7020,"956,228"
7021,reluct
7022,sosnoff
7023,sndcf
7024,mgcpv
7025,exports-to-sal
7026,686.9
7027,"99,254"
7028,48.4
7029,244
7030,6.70
7031,submiss
7032,tgt
7033,13-member
7034,told
7035,war-batt
7036,deliv
7037,volkmer
7038,"2,443,810"
7039,vs
7040,previously-propos
7041,sia
7042,libyan
7043,"177,243"
7044,99.9
7045,"6,106"
7046,victorian
7047,3.62
7048,revmac
7049,"14,754"
7050,cartier
7051,"56,801"
7052,12.11
7053,insolv
7054,"46,236"
7055,convet
7056,303.2
7057,232.8
7058,"271,000"
7059,dom
7060,vicin
7061,norg
7062,martket
7063,916
7064,beliv
7065,non-cor
7066,ipc
7067,619
7068,"435,800"
7069,"36,684"
7070,bermuda-bas
7071,"1,247,000"
7072,reutersd
7073,4-5
7074,bulg
7075,atu
7076,manpow
7077,1.688
7078,101.8
7079,abz
7080,dodgevil
7081,banknot
7082,"1,508,000"
7083,22.7
7084,lhag.f
7085,"2,487,439"
7086,"2,742,731"
7087,tread
7088,televis
7089,ongo
7090,nonwithheld
7091,3.06
7092,104.65
7093,"418,000"
7094,18.125
7095,37-1
7096,drill-ind
7097,up-front
7098,36.7
7099,xu
7100,19.50
7101,tahlequah
7102,70.7
7103,vmkt
7104,managua
7105,inop
7106,kappa-radi
7107,cuenca
7108,gcc
7109,missouri
7110,432.65
7111,bondhold
7112,"1,300,000"
7113,236.90
7114,publicly-held
7115,1.49
7116,"2,562,160"
7117,144.70
7118,disintegr
7119,950
7120,steamship
7121,exchequ
7122,chevrolet
7123,one-half
7124,recogn
7125,stabil
7126,scrutin
7127,586.2
7128,104.7
7129,"213,200"
7130,2.424
7131,2.14
7132,covert
7133,emphasis
7134,don
7135,796.8604
7136,beleggingen
7137,denmark
7138,brougham
7139,metric
7140,"1,678,000"
7141,damson
7142,reconsider
7143,medium-rang
7144,"669,094"
7145,gavin
7146,mayb
7147,conneri
7148,219.54
7149,ba-3
7150,0.96
7151,97.0025
7152,spalvin
7153,beginn
7154,sono
7155,"1,620,000"
7156,predat
7157,cigz.z
7158,adtec
7159,overtonnag
7160,80-1
7161,"5,266,000"
7162,11.14
7163,san
7164,30-273
7165,mobiliar
7166,abstain
7167,bmet
7168,43.5
7169,"302,388"
7170,mohawk
7171,lunchtim
7172,97.50
7173,represent
7174,25.8
7175,meixian
7176,anglo
7177,pax
7178,ovwv
7179,three-judg
7180,24.1
7181,"286,817"
7182,unus
7183,cement
7184,raytheon
7185,"33,623"
7186,hl
7187,jani
7188,78.4
7189,193
7190,scor
7191,sound
7192,qpl
7193,rosi
7194,australian
7195,"3,292,733"
7196,counter-off
7197,2.625
7198,parmelia
7199,9.27
7200,panganiban
7201,vitamin
7202,albeit
7203,6.54
7204,baldwin
7205,gudbjarnarson
7206,copperweld
7207,"3,604,000"
7208,6.35
7209,46.7
7210,djuron
7211,cmp
7212,anti-aircraft
7213,three-year
7214,omin
7215,untru
7216,jovanovic
7217,hlt
7218,89.4
7219,seattl
7220,n-1
7221,"178,919"
7222,3.26
7223,35.01
7224,28-week
7225,o'nut
7226,issam
7227,"10,284"
7228,"136,918"
7229,evenli
7230,61.4
7231,altron
7232,evacu
7233,warrenton
7234,comanch
7235,924.0
7236,hd
7237,ky.
7238,15.71
7239,curl
7240,vira
7241,banana
7242,imbal
7243,63.6p
7244,91.9
7245,telephoh
7246,"156,000"
7247,kplm.si
7248,buhler-fontain
7249,1130
7250,paragraph
7251,184.9
7252,soweto
7253,arnott
7254,linse
7255,amato
7256,104.3
7257,bigger
7258,db
7259,slicer
7260,upstream
7261,"5,228"
7262,hawley
7263,grovewood
7264,fargo
7265,"639,448"
7266,204
7267,hyperuricemia
7268,ramnath
7269,34.5p
7270,voluntari
7271,platinova
7272,northeast-midwest
7273,"4,683,591"
7274,40.0
7275,61.2
7276,"38,678"
7277,126.5
7278,thyssen
7279,125
7280,precautionari
7281,dakota
7282,329.38
7283,930.00
7284,juvena
7285,"8,991,184"
7286,spanish
7287,seminconductor
7288,radio-televis
7289,"1,277"
7290,5537
7291,densiti
7292,"1,468,000"
7293,"3,259,000"
7294,outshon
7295,edgington
7296,351.0
7297,68th
7298,leakag
7299,"5,541,000"
7300,outbid
7301,capozza
7302,"42,469"
7303,nvhome
7304,8.442
7305,irrespect
7306,wakaoji
7307,mutually-satisfactori
7308,216.1
7309,26-
7310,94.5
7311,syndarma
7312,colosseum
7313,9.4
7314,mckinnon
7315,13.2
7316,fidelilti
7317,"8,736,000"
7318,"640,000"
7319,winston-salem
7320,47.9
7321,virco
7322,deeper
7323,reiter
7324,domino
7325,macomson
7326,15.63
7327,overran
7328,719.8286
7329,kistler
7330,148.3
7331,88.1
7332,ate
7333,"6,200,000"
7334,"1,245,000"
7335,kodiak
7336,159.6
7337,teledata
7338,w.va.
7339,"3,409,000"
7340,glad
7341,sweetner
7342,"204,000"
7343,columbus-bas
7344,sunset
7345,"6,572,000"
7346,"2,382,000"
7347,shoichi
7348,ruter
7349,37.2
7350,0.902
7351,"1,563,000"
7352,lotu
7353,administr
7354,eas
7355,kogyo
7356,seeq
7357,veil
7358,loir
7359,"1,402,696"
7360,28.59
7361,"4,262,000"
7362,interfac
7363,rout
7364,"1,152,000"
7365,"6,790,000"
7366,caribbean
7367,swpc.hk
7368,"11,965,000"
7369,optimst
7370,koivisto
7371,hart-scott-rodino
7372,texstar
7373,gendi
7374,zeebregt
7375,enhanc
7376,irrig
7377,"851,776"
7378,biopharmaceut
7379,"442,000"
7380,overwat
7381,4.75
7382,3.885
7383,628.5
7384,recoveri
7385,redund
7386,notion
7387,commisss
7388,well
7389,interconnect
7390,109.5
7391,"27,327"
7392,marriott
7393,cna
7394,"392,000"
7395,champaign
7396,usabl
7397,leonhard
7398,attempt
7399,"5,112,100"
7400,coron
7401,hvi
7402,staodynam
7403,353
7404,dm
7405,tmexf
7406,curv
7407,zero-coupon
7408,"3,175"
7409,152.80
7410,pp
7411,willi
7412,"9,847"
7413,"4,524,000"
7414,831
7415,azpi.mi
7416,calif
7417,divers
7418,780.89
7419,342.9
7420,12.54
7421,pnb
7422,lachin
7423,industi
7424,237.23
7425,non-communist
7426,stirl
7427,bhp
7428,hardpack
7429,belt-tighten
7430,21.85
7431,laid-up
7432,pratt
7433,abroad
7434,noz
7435,"5,534,000"
7436,lowest
7437,genzym
7438,adsa.
7439,"1,086,000"
7440,assuanc
7441,husbandri
7442,aftermath
7443,gr
7444,"84,400"
7445,md-11
7446,demolit
7447,third-plac
7448,esmah
7449,caico
7450,fowl
7451,hellmuth
7452,offshor
7453,"3,027,000"
7454,dtsi
7455,architect
7456,infd
7457,hani
7458,rectifi
7459,dlr-asset
7460,"1,537,000"
7461,"5,908"
7462,"83,045"
7463,eurof
7464,moulder
7465,o'clock
7466,nanc
7467,tcf
7468,grape
7469,18.6
7470,livonia
7471,8-1
7472,absent
7473,jewelri
7474,volit
7475,"345,515"
7476,opt
7477,wyatt
7478,reyna
7479,"11,876"
7480,qassem
7481,20.9
7482,137.2
7483,preclud
7484,"13,914.4"
7485,mark-sterl
7486,"16,600"
7487,nigerian
7488,0.15
7489,42.0
7490,one-for-two
7491,efh
7492,"2,621,397"
7493,left-w
7494,hebrew
7495,70
7496,98.3
7497,ccc
7498,suzaki
7499,brough
7500,lehman
7501,westlb
7502,practis
7503,dawkin
7504,"552,500"
7505,"145,600"
7506,nippon
7507,125-800
7508,under-utilis
7509,underw
7510,sp
7511,freakish
7512,week-and-a-half
7513,"449,600"
7514,rhetor
7515,froday
7516,spc
7517,roll-on
7518,4.73
7519,belden
7520,herstatt
7521,hindsight
7522,530.7
7523,"8,941,000"
7524,"3,788"
7525,harrington
7526,nashville-bas
7527,5.88
7528,239.4
7529,avearg
7530,understood
7531,"9,950"
7532,hectolitr
7533,gemeinwirtschaft
7534,pdm
7535,laargest
7536,bonu
7537,koji
7538,entrepris
7539,wallboard
7540,312.4
7541,then-presid
7542,397p
7543,g.c
7544,lighten
7545,54.75
7546,markheath
7547,40-pct
7548,"2,713,912"
7549,8.51
7550,"53,510"
7551,toward
7552,slough
7553,114.22
7554,heir
7555,8.10
7556,"1,614,079"
7557,off-shor
7558,hyox
7559,lusinchi
7560,"8,637,000"
7561,"171,000"
7562,holiday
7563,"381,050"
7564,"3,989"
7565,"384,000"
7566,kelman
7567,"3,615,550"
7568,hnkg.f
7569,1971
7570,"3,935,000"
7571,"50,855"
7572,dram
7573,burma
7574,dislcos
7575,pa.
7576,"593,827"
7577,phb
7578,superdrug
7579,sumatra
7580,"3,491,030"
7581,visbreak
7582,32.63
7583,guaranti
7584,september-april
7585,contribut
7586,wilshir
7587,eg
7588,11-5
7589,katsuyuki
7590,non-renounc
7591,pascal
7592,breaker
7593,okada
7594,melilla
7595,"13,902,716"
7596,"538,750"
7597,"1,364,878"
7598,6-11
7599,"1,640"
7600,oct-sept
7601,unsecur
7602,embark
7603,66.75
7604,sampl
7605,tex.
7606,mercado
7607,on-lin
7608,compout
7609,finnair
7610,tomato
7611,2.84
7612,quasi-monetari
7613,uncommonli
7614,hefti
7615,sladoj
7616,"2,986,000"
7617,almaden
7618,15.35
7619,769.60
7620,politician
7621,taxwrit
7622,month-old
7623,florestai
7624,"202,500"
7625,"366,000"
7626,0.226
7627,"4,300"
7628,26.06
7629,6.65
7630,highly-erod
7631,belgo-factor
7632,"2,858,000"
7633,exclud
7634,5.6
7635,168.2
7636,south-atlant
7637,book-runn
7638,"1,550"
7639,"31,528"
7640,goodwil
7641,"11,109,190"
7642,advers
7643,conex
7644,scale-back
7645,"1,083,800"
7646,ban
7647,"93,500"
7648,126.7
7649,tesfay
7650,.current
7651,220.5
7652,31.9
7653,premier
7654,"23,300,000"
7655,3.52
7656,55-pct
7657,"194,697"
7658,bothnia
7659,forstman
7660,"95,563"
7661,truk
7662,"10,350,000"
7663,dsn
7664,"94,900"
7665,98.787
7666,jupit
7667,visual
7668,ajoy
7669,stanc
7670,0.342
7671,ottawa
7672,limp
7673,hydraul
7674,184.55
7675,987.2
7676,149.60
7677,sasser
7678,"680,000"
7679,rap
7680,"6,467,000"
7681,ebb
7682,16.3
7683,"3,805,000"
7684,queensland
7685,gatt-approv
7686,staunchli
7687,salli
7688,larsen
7689,southwestern
7690,sugarbeet
7691,43.15
7692,"195,000"
7693,recalcitr
7694,2-3
7695,suggest
7696,"142,055"
7697,"1,666,000"
7698,17.35
7699,eurolir
7700,6.38
7701,81.02
7702,bag
7703,"21,669"
7704,suntrust
7705,characterist
7706,"6,419,230"
7707,"51,829"
7708,626
7709,re-rout
7710,overview
7711,"2,356,000"
7712,broad
7713,14.14
7714,willing
7715,stronger
7716,oahu
7717,galley
7718,re-melt
7719,"1,746,675"
7720,"3,066,407"
7721,198.8
7722,101.9
7723,19.31
7724,gareth
7725,269.1
7726,fair
7727,bgc
7728,peev
7729,bpmi
7730,160.60
7731,10-9-7
7732,tim
7733,"273,100"
7734,goldstrik
7735,"9,245,247"
7736,intermitt
7737,axi
7738,afloat
7739,prefer
7740,follow-on
7741,southeast
7742,"7,571,000"
7743,"253,498"
7744,132.8
7745,chicago
7746,pont
7747,unsur
7748,13.46
7749,rite
7750,rosner
7751,probabl
7752,connecticut
7753,224.0
7754,apollo
7755,sixti
7756,agriindustri
7757,"7,054,709"
7758,niedermey
7759,pin
7760,hutchin
7761,"28,866"
7762,laurentii
7763,chp
7764,6.9
7765,non-program
7766,42.6
7767,"1,693,375"
7768,grigg
7769,36.52
7770,ehp
7771,dwp.a
7772,nuclear
7773,0.213
7774,13.75
7775,brian
7776,18.61
7777,built-in
7778,arvid
7779,cumhuriyet
7780,540.9
7781,tcbi
7782,plaid
7783,tempo
7784,bacn
7785,ncet
7786,burke-parsons-bowlbi
7787,angina
7788,jen
7789,st.christopher-
7790,"1,461"
7791,wluk.l
7792,entranc
7793,catchword
7794,267.7
7795,recruit
7796,haggl
7797,skidder
7798,784.50
7799,"1,068,905"
7800,sunstar
7801,uproar
7802,390.7
7803,stcok
7804,"7,050,000"
7805,lear
7806,schroeder-hohenwarth
7807,"8,146,000"
7808,industrials
7809,.......
7810,ounc
7811,cntr
7812,"25,909"
7813,unreli
7814,undergon
7815,quarter-point
7816,desert
7817,coalit
7818,591
7819,off
7820,unevenli
7821,samath
7822,172.56
7823,craft
7824,ariadn
7825,bristol
7826,454
7827,"99,706"
7828,100-3
7829,pgulf
7830,120-intermin
7831,392.9
7832,468
7833,pitt
7834,dp-8
7835,sogen
7836,mis-match
7837,furor
7838,non-auto
7839,gbylf
7840,"9,848,000"
7841,philadelphia-bas
7842,guilti
7843,half
7844,catavi
7845,speci
7846,guasar
7847,7.03
7848,30.4
7849,"11,318,289"
7850,60.5
7851,terra
7852,10-5
7853,3-5
7854,subvert
7855,nibbl
7856,64.3
7857,flip-flop
7858,cfdt
7859,jasper
7860,stanley
7861,"1,332,273"
7862,"37,310"
7863,"388,000"
7864,ufurf
7865,badly-need
7866,alon
7867,distanc
7868,doug
7869,"94,926"
7870,"196,000"
7871,ontario
7872,kwelagob
7873,disincent
7874,cfc
7875,adhes
7876,tini
7877,petrobra
7878,oshuf
7879,"1,906,000"
7880,"1,384,334"
7881,imperil
7882,"36,700"
7883,ml
7884,mid-1987
7885,"10,771,260"
7886,'the
7887,anti-dilut
7888,64.5
7889,risen
7890,upj
7891,114.2
7892,credit-starv
7893,shel
7894,male
7895,custom
7896,"77,000"
7897,tsukihara
7898,grapefruit
7899,b.f.
7900,0830
7901,indian
7902,"62,075"
7903,sdwk.l
7904,cjmf-fm
7905,leclerc
7906,airfreight
7907,177-1
7908,"10,500"
7909,sterling-denomin
7910,castlemain
7911,deforest
7912,delfzyl
7913,responsibilit
7914,"102,564,000"
7915,net
7916,4.5
7917,top-dress
7918,"414,890"
7919,ocelot
7920,77
7921,profoundli
7922,wainco
7923,576.6
7924,"24,614,352"
7925,mnst
7926,non-execut
7927,sww
7928,refit
7929,0.6
7930,"2,530,000"
7931,3x
7932,enfield
7933,intenr
7934,609.5
7935,mullikin
7936,asa-back
7937,export-import
7938,lieu
7939,16.28
7940,53.8
7941,prime-1
7942,past-du
7943,goldston-morri
7944,di
7945,deadli
7946,0.2
7947,"1,908,000"
7948,sax
7949,"3,607,000"
7950,92
7951,"3,904,373"
7952,strongli
7953,37.4
7954,"5,719,000"
7955,19.5
7956,"5,120,206"
7957,con
7958,asscess
7959,upjohn
7960,radwel
7961,3.85
7962,8.60
7963,snettisham
7964,"246,000"
7965,clue
7966,gastonia
7967,57.1
7968,194.6
